Id,ActivityDate,TotalSteps,Calories,VeryActiveMinutes
6290855005,2016-04-25,7802,2771,8
6290855005,2016-04-27,5565,2743,0
6290855005,2016-04-28,5731,2687,0
6290855005,2016-04-30,6744,2843,0
6290855005,2016-05-01,9837,3327,8
6290855005,2016-05-02,6781,2725,0
6290855005,2016-05-03,6047,2671,0
6290855005,2016-05-04,5832,2718,0
6290855005,2016-05-05,6339,2682,0
6290855005,2016-05-06,6116,2806,0
6290855005,2016-05-07,5510,2613,0
6290855005,2016-05-08,7706,2712,0
6290855005,2016-05-09,6277,2175,0
6290855005,2016-05-10,0,0,0
6775888955,2016-04-12,0,1841,0
6775888955,2016-04-13,4053,2400,17
6775888955,2016-04-14,5162,2507,14
6775888955,2016-04-15,1282,2127,0
6775888955,2016-04-16,4732,2225,36
6775888955,2016-04-17,2497,2067,5
6775888955,2016-04-18,8294,2798,30
6775888955,2016-04-19,0,1841,0
6775888955,2016-04-20,10771,3727,70
6775888955,2016-04-21,0,1841,0
6775888955,2016-04-22,637,1922,0
6775888955,2016-04-23,0,1841,0
6775888955,2016-04-24,2153,2053,11
6775888955,2016-04-25,6474,2484,33
6775888955,2016-04-26,7091,2584,42
6775888955,2016-04-27,0,1841,0
6775888955,2016-04-28,703,1993,2
6775888955,2016-04-29,0,1841,0
6775888955,2016-04-30,2503,2280,3
6775888955,2016-05-01,2487,2319,9
6775888955,2016-05-02,0,1841,0
6775888955,2016-05-03,9,1843,0
6775888955,2016-05-04,0,1841,0
6775888955,2016-05-05,0,1841,0
6775888955,2016-05-06,4697,2496,12
6775888955,2016-05-07,1967,1032,2
6962181067,2016-04-12,10199,1994,50
6962181067,2016-04-13,5652,1718,8
6962181067,2016-04-14,1551,1466,0
6962181067,2016-04-15,5563,1756,0
6962181067,2016-04-16,13217,2173,50
6962181067,2016-04-17,10145,2027,5
6962181067,2016-04-18,11404,2039,13
6962181067,2016-04-19,10742,2046,35
6962181067,2016-04-20,13928,2174,48
6962181067,2016-04-21,11835,2179,53
6962181067,2016-04-22,10725,2086,30
6962181067,2016-04-23,20031,2571,58
6962181067,2016-04-24,5029,1705,0
6962181067,2016-04-25,13239,2194,35
6962181067,2016-04-26,10433,2012,36
6962181067,2016-04-27,10320,2034,7
6962181067,2016-04-28,12627,2182,38
6962181067,2016-04-29,10762,2254,12
6962181067,2016-04-30,10081,2002,32
6962181067,2016-05-01,5454,1740,0
6962181067,2016-05-02,12912,2162,18
6962181067,2016-05-03,12109,2072,21
6962181067,2016-05-04,10147,2086,15
6962181067,2016-05-05,10524,2066,14
6962181067,2016-05-06,5908,1850,0
6962181067,2016-05-07,6815,1947,0
6962181067,2016-05-08,4188,1659,0
6962181067,2016-05-09,12342,2105,43
6962181067,2016-05-10,15448,2361,62
6962181067,2016-05-11,6722,1855,24
6962181067,2016-05-12,3587,928,0
7007744171,2016-04-12,14172,2937,53
7007744171,2016-04-13,12862,2742,56
7007744171,2016-04-14,11179,2668,34
7007744171,2016-04-15,5273,2098,0
7007744171,2016-04-16,4631,2076,0
7007744171,2016-04-17,8059,2383,0
7007744171,2016-04-18,14816,2832,48
